OrderID,CustomerID,ProductID,OrderDate,Quantity,TotalAmount
702,124,69,2022-07-30,9,4082.67
703,406,189,2022-04-14,1,1354.46
704,486,57,2022-09-30,10,13868.2
705,409,100,2023-03-31,6,1499.52
706,430,45,2019-04-30,3,3215.13
707,304,82,2023-02-15,6,8989.14
708,303,8,2023-04-25,6,10384.62
709,291,145,2021-02-27,3,496.53
710,486,49,2021-01-15,8,8043.04
711,159,45,2018-03-19,8,8573.68
712,47,15,2021-05-17,4,2712.92
713,113,6,2020-09-05,9,8319.96
714,1,85,2019-02-17,10,15132.2
715,413,34,2022-01-08,6,10483.92
716,91,83,2018-02-14,1,1612.38
717,76,151,2022-05-05,3,649.11
718,57,135,2023-05-22,6,5777.82
719,38,96,2021-04-15,7,12744.13
720,52,87,2019-10-23,5,9675.95
721,70,41,2022-06-10,7,12661.46
722,328,125,2018-12-23,6,3414.0
723,363,144,2022-05-31,10,14305.5
724,183,58,2022-07-27,10,16937.0
725,90,97,2022-02-12,5,6527.45
726,353,76,2018-12-30,3,4500.03
727,374,1,2020-03-12,10,13024.7
728,436,198,2018-03-08,10,19692.0
729,94,155,2023-03-02,6,4856.94
730,415,157,2021-08-02,4,5347.64
731,290,27,2018-10-16,8,403.12
732,170,191,2019-05-03,2,1963.22
733,178,82,2021-07-26,3,4494.57
734,454,23,2020-07-03,6,6004.5
735,6,68,2019-05-27,4,4887.96
736,355,18,2019-06-10,6,6912.96
737,403,28,2018-04-09,1,831.76
738,198,113,2023-06-08,7,979.23
739,86,106,2022-12-11,8,13365.68
740,194,90,2020-02-08,9,8284.32
741,52,123,2021-08-26,10,6705.5
742,389,176,2018-11-30,4,309.32
743,232,19,2019-08-27,1,1714.91
744,11,82,2023-05-04,5,7490.95
745,54,19,2018-12-15,6,10289.46
746,455,97,2022-02-08,3,3916.47
747,39,141,2019-11-24,2,280.86
748,305,158,2021-12-13,8,15264.88
749,16,111,2021-05-28,3,650.16
750,456,112,2018-04-20,3,3294.12
751,52,85,2023-06-19,4,6052.88
752,98,105,2022-01-18,9,15958.08
753,474,187,2019-06-28,9,15921.18
754,339,73,2019-05-02,5,430.3
755,50,13,2021-03-16,7,12132.54
756,282,126,2018-04-22,3,5925.9
757,185,1,2018-06-29,7,9117.29
758,151,170,2020-09-10,10,4640.0
759,103,25,2019-02-28,1,1742.01
760,88,164,2018-06-17,5,6733.15
761,243,30,2022-05-27,5,3451.75
762,204,121,2023-01-07,8,1246.8
763,339,68,2021-08-07,2,2443.98
764,279,100,2020-01-30,3,749.76
765,454,98,2019-01-18,6,1780.56
766,229,12,2020-06-19,5,7287.9
767,239,68,2022-09-11,4,4887.96
768,138,145,2018-11-06,1,165.51
769,386,179,2018-06-25,2,64.18
770,343,89,2020-04-27,9,428.04
771,498,194,2019-04-11,10,7034.4
772,284,16,2022-08-04,7,6451.06
773,268,108,2021-11-08,9,763.02
774,444,122,2022-12-11,10,11810.4
775,121,122,2018-06-11,5,5905.2
776,203,183,2020-10-25,1,764.86
777,293,133,2021-10-19,10,2709.8
778,318,38,2023-04-29,2,1758.52
779,388,115,2023-04-28,3,5697.12
780,86,55,2018-09-16,4,7902.2
781,22,109,2021-10-31,2,900.38
782,223,52,2022-09-05,3,5399.52
783,305,67,2023-02-09,6,9335.82
784,373,18,2020-03-05,2,2304.32
785,285,102,2019-10-30,9,7105.68
786,439,71,2020-07-27,9,11375.37
787,470,4,2021-04-18,10,8426.7
788,268,108,2020-04-28,2,169.56
789,77,38,2021-04-19,10,8792.6
790,299,195,2023-03-10,2,1161.66
791,55,145,2022-05-29,2,331.02
792,147,138,2022-12-03,6,11351.52
793,211,68,2021-09-03,7,8553.93
794,249,147,2020-08-26,10,1500.5
795,20,45,2020-04-05,5,5358.55
796,74,159,2021-10-26,10,1529.2
797,356,103,2020-03-21,1,1347.56
798,456,85,2018-04-11,4,6052.88
799,382,122,2023-01-12,5,5905.2
800,191,6,2022-08-02,6,5546.64
801,407,78,2019-07-29,5,5355.45
802,432,126,2023-06-15,2,3950.6
803,445,59,2019-09-08,3,5996.28
804,499,191,2022-05-05,8,7852.88
805,423,83,2022-02-01,5,8061.9
806,214,155,2019-01-20,2,1618.98
807,227,55,2022-02-26,7,13828.85
808,249,195,2022-11-12,9,5227.47
809,192,15,2022-06-09,9,6104.07
810,82,17,2021-12-24,5,8709.05
811,260,104,2022-05-18,3,3548.79
812,436,135,2018-03-01,10,9629.7
813,89,50,2022-09-11,4,1918.92
814,30,64,2020-07-23,1,563.47
815,26,93,2019-07-16,4,3814.08
816,189,119,2020-03-23,9,4520.43
817,326,32,2019-05-11,1,1707.64
818,191,126,2020-07-02,10,19753.0
819,91,122,2021-02-03,10,11810.4
820,180,89,2022-09-12,3,142.68
821,458,67,2019-08-07,2,3111.94
822,15,99,2018-11-30,1,622.64
823,438,147,2022-10-22,4,600.2
824,114,166,2021-10-19,4,6955.28
825,106,69,2020-11-17,7,3175.41
826,11,200,2020-08-28,1,1891.74
827,467,34,2021-05-16,3,5241.96
828,411,3,2019-06-01,4,4110.28
829,312,79,2020-05-17,5,8321.7
830,459,97,2020-07-29,6,7832.94
831,130,56,2019-09-11,8,10280.8
832,347,134,2020-03-24,10,10616.5
833,300,27,2020-11-13,1,50.39
834,340,96,2021-08-18,9,16385.31
835,305,156,2019-09-04,5,3194.25
836,351,28,2018-05-11,8,6654.08
837,173,71,2022-10-31,6,7583.58
838,142,67,2019-01-21,5,7779.85
839,77,133,2023-01-17,4,1083.92
840,30,154,2021-09-14,7,5875.45
841,164,175,2022-01-17,3,3677.43
842,14,168,2019-08-29,8,5730.08
843,133,108,2020-03-06,7,593.46
844,378,10,2021-12-21,10,6929.5
845,293,49,2022-01-27,6,6032.28
846,366,57,2021-07-31,9,12481.38
847,402,122,2020-11-04,6,7086.24
848,154,44,2019-01-06,9,7854.84
849,151,25,2018-09-20,8,13936.08
850,380,67,2022-04-12,9,14003.73
851,468,47,2021-09-02,6,7360.74
852,46,57,2019-04-03,6,8320.92
853,382,79,2022-06-03,7,11650.38
854,455,85,2019-06-18,6,9079.32
855,300,76,2022-10-10,8,12000.08
856,61,121,2022-11-10,1,155.85
857,325,150,2023-04-18,10,9183.6
858,318,19,2022-12-27,8,13719.28
859,100,129,2022-11-12,2,561.94
860,349,98,2019-09-04,9,2670.84
861,212,14,2018-10-09,3,3259.17
862,103,88,2021-03-12,7,1391.6
863,458,118,2019-10-10,3,360.45
864,442,184,2022-05-15,3,2084.91
865,42,125,2021-07-16,6,3414.0
866,91,81,2018-01-10,1,1935.42
867,232,71,2022-04-08,4,5055.72
868,397,44,2022-04-15,10,8727.6
869,82,126,2018-09-23,2,3950.6
870,315,112,2020-04-06,7,7686.28
871,220,123,2018-01-10,7,4693.85
872,20,137,2022-02-05,4,3659.88
873,192,4,2022-03-31,6,5056.02
874,427,136,2018-02-06,4,4144.84
875,347,2,2019-04-09,4,4027.12
876,356,89,2018-09-22,5,237.8
877,53,99,2021-04-20,9,5603.76
878,157,43,2022-08-15,2,1201.74
879,24,77,2020-07-22,5,2087.85
880,373,134,2020-12-09,10,10616.5
881,173,112,2019-12-03,3,3294.12
882,462,126,2022-03-17,6,11851.8
883,97,43,2018-02-09,7,4206.09
884,117,58,2019-03-09,3,5081.1
885,376,6,2020-10-30,10,9244.4
886,87,32,2021-12-27,6,10245.84
887,334,10,2022-12-01,7,4850.65
888,328,66,2021-06-30,9,15021.18
889,25,153,2021-09-17,1,871.54
890,56,168,2018-04-09,1,716.26
891,354,30,2020-06-28,7,4832.45
892,195,32,2019-06-02,9,15368.76
893,243,180,2019-02-25,3,3423.96
894,356,176,2019-09-09,1,77.33
895,216,170,2021-09-18,2,928.0
896,267,70,2021-05-25,10,12493.6
897,359,36,2022-08-29,7,8887.9
898,461,27,2022-01-12,9,453.51
899,317,31,2018-08-22,5,6533.4
900,402,28,2019-02-11,8,6654.08
901,312,52,2022-08-30,5,8999.2
902,268,52,2021-12-11,6,10799.04
903,210,76,2018-03-22,3,4500.03
904,281,128,2021-11-10,4,5315.56
905,478,124,2019-04-26,6,9489.06
906,2,4,2023-02-01,2,1685.34
907,57,147,2018-11-02,8,1200.4
908,487,24,2018-06-03,9,2429.73
909,371,186,2023-01-27,2,3116.26
910,132,165,2020-07-24,4,2880.48
911,152,68,2018-04-13,8,9775.92
912,52,45,2022-10-12,1,1071.71
913,149,93,2020-05-22,6,5721.12
914,379,30,2022-10-10,2,1380.7
915,389,12,2022-10-11,1,1457.58
916,71,170,2019-11-05,3,1392.0
917,184,113,2019-07-04,10,1398.9
918,450,188,2020-02-03,2,663.34
919,418,88,2018-08-22,3,596.4
920,206,103,2019-07-11,8,10780.48
921,428,99,2022-06-27,8,4981.12
922,216,167,2018-08-20,3,5812.29
923,68,179,2023-04-15,1,32.09
924,433,41,2020-05-02,2,3617.56
925,467,152,2022-07-02,8,13668.24
926,292,174,2019-01-07,8,13547.28
927,313,98,2021-06-06,6,1780.56
928,15,176,2020-09-16,3,231.99
929,472,125,2022-12-23,2,1138.0
930,211,113,2018-05-10,1,139.89
931,134,168,2018-01-26,6,4297.56
932,361,174,2022-04-21,9,15240.69
933,381,148,2019-04-04,10,12561.5
934,490,172,2020-11-29,6,1484.82
935,268,177,2018-07-15,10,14113.4
936,222,170,2020-09-13,4,1856.0
937,178,170,2018-11-01,7,3248.0
938,430,143,2018-04-22,10,13784.7
939,6,165,2020-11-01,3,2160.36
940,435,121,2022-11-16,8,1246.8
941,85,20,2019-10-19,8,851.36
942,124,85,2018-04-14,5,7566.1
943,260,58,2021-08-10,9,15243.3
944,194,104,2018-06-11,4,4731.72
945,236,114,2020-07-06,10,3958.2
946,46,128,2019-10-10,8,10631.12
947,61,128,2018-07-30,1,1328.89
948,207,106,2021-02-15,1,1670.71
949,282,1,2022-06-10,2,2604.94
950,310,159,2022-12-28,5,764.6
951,261,144,2021-09-02,4,5722.2
952,344,117,2020-01-15,6,7743.42
953,423,14,2022-09-26,4,4345.56
954,233,85,2022-04-21,9,13618.98
955,318,154,2022-01-07,8,6714.8
956,337,94,2018-08-22,8,14657.68
957,50,195,2018-01-05,4,2323.32
958,175,91,2021-01-26,5,5887.15
959,268,96,2018-04-04,2,3641.18
960,460,43,2018-10-15,8,4806.96
961,421,184,2018-08-08,7,4864.79
962,131,157,2019-01-20,4,5347.64
963,62,101,2020-07-25,4,7107.08
964,423,49,2018-08-09,6,6032.28
965,388,107,2023-03-13,1,1879.33
966,325,173,2018-09-10,10,11567.2
967,396,116,2021-09-10,8,1612.08
968,302,130,2023-05-28,3,4752.51
969,256,2,2022-02-16,9,9061.02
970,25,142,2022-09-14,7,11883.55
971,300,124,2022-05-19,9,14233.59
972,472,46,2018-12-22,10,3565.7
973,375,33,2020-03-04,2,3818.4
974,337,154,2022-12-13,10,8393.5
975,165,130,2020-05-07,7,11089.19
976,312,178,2019-07-15,4,7378.56
977,204,88,2020-07-16,5,994.0
978,413,35,2020-04-25,3,3727.71
979,309,180,2019-09-05,9,10271.88
980,432,180,2022-10-29,9,10271.88
981,161,183,2021-07-19,9,6883.74
982,112,52,2021-07-02,4,7199.36
983,366,75,2023-03-02,6,10926.36
984,345,34,2020-10-28,3,5241.96
985,278,178,2021-12-25,6,11067.84
986,60,195,2021-02-25,6,3484.98
987,246,150,2023-04-15,10,9183.6
988,342,182,2021-10-12,7,1411.76
989,383,137,2022-12-03,5,4574.85
990,434,109,2020-12-06,1,450.19
991,55,7,2018-10-25,7,5456.5
992,28,172,2019-02-14,1,247.47
993,137,193,2019-08-10,3,4544.37
994,350,65,2022-09-16,3,5469.06
995,32,177,2019-02-22,5,7056.7
996,386,139,2020-01-05,1,1459.94
997,417,116,2021-06-15,2,403.02
998,445,173,2022-11-07,9,10410.48
999,115,191,2020-03-07,9,8834.49
1000,122,131,2021-11-20,5,5929.65
1001,341,13,2020-03-04,7,12132.54
1002,214,176,2023-06-02,6,463.98
1003,283,14,2022-03-04,1,1086.39
1004,129,52,2022-11-15,10,17998.4
1005,400,114,2023-02-10,4,1583.28
1006,325,181,2022-03-27,6,946.68
1007,302,140,2019-02-07,10,9269.2
1008,398,186,2019-08-26,4,6232.52
1009,230,46,2019-01-18,2,713.14
1010,493,45,2018-09-02,9,9645.39
1011,194,11,2019-07-26,7,11512.83
1012,285,68,2018-11-26,3,3665.97
1013,300,66,2019-11-08,1,1669.02
1014,239,182,2018-03-23,3,605.04
1015,79,83,2018-04-15,10,16123.8
1016,397,161,2022-09-23,10,14942.9
1017,339,78,2022-06-06,8,8568.72
1018,294,141,2018-05-30,6,842.58
1019,402,182,2020-12-12,6,1210.08
1020,113,48,2018-05-20,9,11223.27
1021,403,130,2020-05-01,3,4752.51
1022,279,138,2018-07-08,7,13243.44
1023,179,57,2021-09-20,4,5547.28
1024,170,85,2019-08-25,6,9079.32
1025,112,193,2020-12-22,10,15147.9
1026,244,144,2018-08-23,1,1430.55
1027,343,89,2019-05-08,8,380.48
1028,464,165,2023-02-25,10,7201.2
1029,319,63,2021-10-29,1,63.44
1030,454,83,2023-02-19,7,11286.66
1031,408,30,2019-06-10,7,4832.45
1032,277,186,2018-02-20,5,7790.65
1033,467,133,2020-11-19,6,1625.88
1034,412,131,2020-09-23,8,9487.44
1035,23,76,2019-10-19,4,6000.04
1036,264,22,2018-12-09,2,1568.88
1037,498,198,2020-12-28,9,17722.8
1038,4,161,2019-03-08,2,2988.58
1039,344,162,2022-11-07,4,6509.2
1040,351,109,2019-02-26,2,900.38
1041,276,180,2021-08-17,7,7989.24
1042,419,19,2018-02-18,3,5144.73
1043,236,184,2018-03-19,6,4169.82
1044,45,19,2018-12-31,1,1714.91
1045,407,65,2018-05-25,9,16407.18
1046,295,59,2020-04-14,5,9993.8
1047,199,116,2020-06-05,7,1410.57
1048,162,5,2021-10-10,7,13726.16
1049,61,137,2021-08-06,1,914.97
1050,369,159,2022-03-29,2,305.84
1051,382,150,2021-12-06,1,918.36
1052,435,19,2023-03-16,6,10289.46
1053,258,28,2022-05-31,5,4158.8
1054,352,78,2018-06-27,10,10710.9
1055,145,196,2020-02-21,8,8506.64
1056,203,170,2020-08-28,1,464.0
1057,81,137,2018-10-07,4,3659.88
1058,383,101,2019-08-28,9,15990.93
1059,492,163,2019-09-03,3,3543.6
1060,347,187,2023-05-15,6,10614.12
1061,487,3,2022-11-27,9,9248.13
1062,285,37,2018-03-27,2,3989.8
1063,3,147,2020-03-18,10,1500.5
1064,276,141,2019-09-17,2,280.86
1065,108,192,2019-03-10,6,5040.48
1066,212,166,2018-10-19,9,15649.38
1067,83,48,2021-06-17,4,4988.12
1068,428,65,2018-08-23,4,7292.08
1069,93,172,2022-10-12,10,2474.7
1070,28,193,2020-08-02,9,13633.11
1071,331,141,2019-08-19,2,280.86
1072,344,18,2018-07-21,5,5760.8
1073,102,186,2020-09-24,10,15581.3
1074,488,85,2018-09-20,6,9079.32
1075,344,168,2018-07-24,4,2865.04
1076,146,159,2023-01-18,2,305.84
1077,100,82,2020-07-11,8,11985.52
1078,169,158,2021-11-21,5,9540.55
1079,300,40,2021-03-06,10,8984.8
1080,187,81,2018-12-12,7,13547.94
1081,3,81,2022-05-29,4,7741.68
1082,114,183,2019-07-21,7,5354.02
1083,431,93,2021-10-23,3,2860.56
1084,376,85,2020-08-05,8,12105.76
1085,229,92,2020-09-24,5,1172.65
1086,283,28,2021-08-15,3,2495.28
1087,311,21,2022-10-25,5,7081.75
1088,424,36,2019-02-07,9,11427.3
1089,135,188,2022-01-29,2,663.34
1090,39,5,2021-07-17,9,17647.92
1091,16,149,2020-04-09,10,7741.9
1092,394,152,2023-01-31,4,6834.12
1093,19,142,2021-01-18,5,8488.25
1094,458,139,2021-09-01,8,11679.52
1095,397,39,2020-03-14,6,9153.18
1096,115,198,2022-02-10,10,19692.0
1097,439,75,2020-08-09,3,5463.18
1098,257,131,2020-03-23,2,2371.86
1099,187,129,2021-09-19,1,280.97
1100,123,158,2022-03-31,3,5724.33
1101,264,36,2018-11-23,8,10157.6
1102,92,145,2021-09-12,10,1655.1
1103,447,38,2023-04-08,8,7034.08
1104,184,11,2022-04-09,4,6578.76
1105,250,60,2019-06-26,2,462.34
1106,190,60,2021-10-01,1,231.17
1107,106,133,2020-03-05,6,1625.88
1108,241,117,2018-03-23,1,1290.57
1109,333,83,2021-12-12,2,3224.76
1110,496,134,2022-09-06,5,5308.25
1111,380,68,2021-01-19,10,12219.9
1112,292,45,2021-08-31,7,7501.97
1113,194,94,2021-08-31,10,18322.1
1114,460,20,2019-05-31,9,957.78
1115,193,58,2020-04-11,9,15243.3
1116,181,89,2022-06-12,8,380.48
1117,247,155,2020-10-24,1,809.49
1118,452,36,2018-12-06,8,10157.6
1119,118,20,2021-08-10,9,957.78
1120,144,55,2019-01-18,3,5926.65
1121,81,93,2022-01-09,10,9535.2
1122,419,31,2020-04-29,4,5226.72
1123,416,85,2020-09-13,2,3026.44
1124,346,123,2019-03-08,8,5364.4
1125,303,42,2018-02-15,7,4635.82
1126,125,12,2021-03-20,3,4372.74
1127,304,42,2021-07-13,3,1986.78
1128,263,11,2018-10-28,10,16446.9
1129,29,43,2023-03-05,5,3004.35
1130,93,133,2021-05-12,7,1896.86
1131,497,145,2022-12-05,1,165.51
1132,369,187,2023-04-24,5,8845.1
1133,44,56,2021-05-27,8,10280.8
1134,242,124,2019-03-26,3,4744.53
1135,426,106,2018-10-20,10,16707.1
1136,407,150,2021-06-30,3,2755.08
1137,338,131,2018-12-10,5,5929.65
1138,371,176,2023-03-04,6,463.98
1139,233,153,2018-05-21,10,8715.4
1140,118,97,2018-09-28,7,9138.43
1141,56,5,2020-12-06,4,7843.52
1142,441,130,2022-08-20,7,11089.19
1143,77,156,2018-12-30,2,1277.7
1144,244,158,2018-03-21,10,19081.1
1145,450,137,2022-03-21,9,8234.73
1146,61,24,2021-09-12,8,2159.76
1147,67,155,2022-08-22,9,7285.41
1148,1,199,2020-12-05,7,246.54
1149,216,95,2021-11-29,1,1302.35
1150,272,110,2023-04-06,4,7608.4
1151,411,124,2019-12-19,7,11070.57
1152,302,190,2018-07-20,10,8973.6
1153,218,35,2020-09-04,5,6212.85
1154,393,60,2019-08-04,2,462.34
1155,307,140,2019-06-12,7,6488.44
1156,97,2,2021-03-29,1,1006.78
1157,268,31,2018-01-15,9,11760.12
1158,193,168,2021-11-09,4,2865.04
1159,412,81,2020-01-12,7,13547.94
1160,55,40,2021-08-27,7,6289.36
1161,300,65,2022-10-17,5,9115.1
1162,275,109,2020-01-19,10,4501.9
1163,314,71,2022-03-27,7,8847.51
1164,105,106,2022-05-25,9,15036.39
1165,286,124,2020-01-29,3,4744.53
1166,287,143,2019-06-04,8,11027.76
1167,158,148,2022-05-05,6,7536.9
1168,362,102,2022-10-18,3,2368.56
1169,443,169,2022-03-12,2,652.74
1170,118,115,2018-07-25,3,5697.12
1171,110,131,2022-05-29,7,8301.51
1172,174,141,2021-11-28,10,1404.3
1173,351,181,2018-11-26,1,157.78
1174,200,163,2022-07-06,1,1181.2
1175,47,38,2023-03-12,8,7034.08
1176,308,112,2018-05-12,2,2196.08
1177,135,57,2018-06-13,6,8320.92
1178,312,10,2023-03-22,7,4850.65
1179,206,158,2019-08-10,9,17172.99
1180,365,153,2023-04-21,1,871.54
1181,397,45,2020-06-18,8,8573.68
1182,6,52,2019-08-09,9,16198.56
1183,100,9,2020-11-11,10,15499.0
1184,265,179,2021-06-13,4,128.36
1185,87,173,2020-01-07,1,1156.72
1186,123,168,2023-06-22,1,716.26
1187,81,23,2022-05-16,5,5003.75
1188,205,91,2020-04-10,7,8242.01
1189,301,52,2018-02-01,9,16198.56
1190,378,181,2023-02-26,2,315.56
1191,47,141,2022-01-27,5,702.15
1192,425,144,2019-12-14,10,14305.5
1193,178,71,2021-05-26,4,5055.72
1194,494,50,2023-03-20,8,3837.84
1195,207,148,2019-06-19,1,1256.15
1196,90,105,2018-08-07,9,15958.08
1197,287,19,2019-08-26,9,15434.19
1198,175,30,2023-05-14,9,6213.15
1199,132,138,2019-05-28,10,18919.2
1200,356,114,2021-02-27,7,2770.74
1201,248,198,2022-04-01,4,7876.8
1202,174,199,2021-10-27,8,281.76
1203,236,151,2020-09-14,1,216.37
1204,60,67,2020-02-23,2,3111.94
1205,325,57,2022-06-27,4,5547.28
1206,162,106,2020-11-23,6,10024.26
1207,275,3,2019-05-24,5,5137.85
1208,148,24,2021-10-11,7,1889.79
1209,384,88,2021-02-09,2,397.6
1210,477,46,2019-10-05,8,2852.56
1211,182,56,2019-07-06,10,12851.0
1212,94,192,2020-10-18,4,3360.32
1213,378,52,2022-02-15,4,7199.36
1214,124,68,2019-04-15,4,4887.96
1215,104,64,2019-12-31,10,5634.7
1216,80,200,2018-09-03,2,3783.48
1217,472,21,2021-06-11,8,11330.8
1218,4,196,2023-05-16,9,9569.97
1219,22,124,2021-06-25,6,9489.06
1220,162,127,2022-11-15,10,16010.6
1221,141,126,2022-04-15,3,5925.9
1222,469,131,2020-03-25,5,5929.65
1223,114,193,2018-09-20,10,15147.9
1224,28,135,2020-09-06,7,6740.79
1225,482,139,2020-10-26,1,1459.94
1226,178,101,2020-07-25,3,5330.31
1227,500,31,2020-07-31,9,11760.12
1228,162,177,2018-01-25,1,1411.34
1229,346,54,2021-04-04,7,1163.75
1230,52,84,2021-06-08,6,11559.18
1231,442,67,2021-01-28,3,4667.91
1232,135,61,2020-08-23,5,5762.05
1233,491,157,2020-01-20,6,8021.46
1234,95,128,2019-03-08,7,9302.23
1235,215,180,2020-01-18,6,6847.92
1236,438,103,2020-07-12,5,6737.8
1237,93,147,2021-03-25,3,450.15
1238,352,59,2022-01-16,2,3997.52
1239,139,61,2020-06-04,9,10371.69
1240,439,98,2018-10-26,4,1187.04
1241,410,190,2020-08-26,3,2692.08
1242,413,3,2020-05-13,3,3082.71
1243,256,35,2020-12-29,9,11183.13
1244,369,81,2019-09-07,8,15483.36
1245,129,144,2018-04-08,10,14305.5
1246,204,26,2018-05-03,3,652.29
1247,111,66,2022-09-15,8,13352.16
1248,323,25,2022-03-05,8,13936.08
1249,172,67,2020-01-08,6,9335.82
1250,287,143,2019-12-06,5,6892.35
1251,11,106,2019-12-21,2,3341.42
1252,445,174,2019-02-12,10,16934.1
1253,296,148,2018-12-24,9,11305.35
1254,400,73,2019-10-28,6,516.36
1255,345,131,2022-05-06,8,9487.44
1256,378,115,2020-02-20,2,3798.08
1257,315,74,2021-07-17,8,11760.56
1258,490,38,2021-08-04,3,2637.78
1259,414,87,2021-07-16,7,13546.33
1260,314,147,2022-10-05,7,1050.35
1261,465,19,2018-11-28,2,3429.82
1262,176,59,2019-10-11,6,11992.56
1263,335,75,2021-05-24,5,9105.3
1264,331,102,2022-12-23,5,3947.6
1265,228,200,2022-03-12,6,11350.44
1266,301,134,2020-04-27,8,8493.2
1267,86,48,2018-09-14,1,1247.03
1268,373,61,2023-04-11,5,5762.05
1269,381,180,2019-03-08,2,2282.64
1270,86,102,2018-07-15,2,1579.04
1271,33,122,2018-04-21,9,10629.36
1272,14,198,2020-12-09,7,13784.4
1273,392,22,2019-06-22,2,1568.88
1274,317,40,2021-09-03,2,1796.96
1275,477,100,2019-04-15,5,1249.6
1276,127,189,2020-06-26,5,6772.3
1277,321,33,2020-12-14,3,5727.6
1278,430,44,2018-03-13,1,872.76
1279,340,92,2022-11-05,6,1407.18
1280,244,120,2023-03-30,9,14203.98
1281,140,141,2018-10-04,8,1123.44
1282,497,179,2018-12-29,9,288.81
1283,303,153,2021-07-16,8,6972.32
1284,384,163,2020-06-09,10,11812.0
1285,269,164,2019-09-27,9,12119.67
1286,466,89,2021-01-10,8,380.48
1287,117,23,2019-09-23,8,8006.0
1288,188,106,2018-11-15,5,8353.55
1289,156,3,2020-12-07,1,1027.57
1290,418,195,2019-12-06,3,1742.49
1291,147,121,2018-01-18,9,1402.65
1292,353,126,2019-09-06,8,15802.4
1293,5,197,2022-06-23,7,769.51
1294,150,153,2022-06-20,4,3486.16
1295,4,141,2019-01-22,6,842.58
1296,211,144,2020-03-19,7,10013.85
1297,128,42,2022-08-24,7,4635.82
1298,194,57,2018-06-12,5,6934.1
1299,217,161,2020-11-24,4,5977.16
1300,392,157,2019-08-07,5,6684.55
1301,333,191,2022-07-15,9,8834.49
1302,138,106,2022-10-14,4,6682.84
1303,36,47,2019-08-17,3,3680.37
1304,57,164,2021-06-19,8,10773.04
1305,232,70,2020-10-04,10,12493.6
1306,97,83,2018-11-08,1,1612.38
1307,26,137,2019-01-16,1,914.97
1308,498,27,2019-07-06,5,251.95
1309,65,184,2022-01-29,8,5559.76
1310,5,60,2018-11-05,2,462.34
1311,8,127,2019-12-02,4,6404.24
1312,216,80,2020-01-31,8,14638.56
1313,238,179,2019-11-08,1,32.09
1314,42,193,2018-04-25,3,4544.37
1315,137,199,2018-05-27,7,246.54
1316,279,121,2019-01-29,3,467.55
1317,459,65,2022-08-24,7,12761.14
1318,7,32,2020-02-28,4,6830.56
1319,395,114,2022-02-19,4,1583.28
1320,18,51,2022-02-14,8,7439.6
1321,395,25,2021-09-25,9,15678.09
1322,107,122,2021-10-27,7,8267.28
1323,493,80,2018-11-21,6,10978.92
1324,323,187,2022-03-06,1,1769.02
1325,480,141,2018-09-08,9,1263.87
1326,130,124,2019-02-11,5,7907.55
1327,185,14,2023-06-17,4,4345.56
1328,58,61,2019-10-27,7,8066.87
1329,8,43,2021-04-12,5,3004.35
1330,62,102,2018-01-19,4,3158.08
1331,497,11,2022-05-24,10,16446.9
1332,354,122,2018-11-14,10,11810.4
1333,191,198,2019-05-25,2,3938.4
1334,81,128,2021-11-05,2,2657.78
1335,317,87,2018-05-03,1,1935.19
1336,183,166,2021-12-07,3,5216.46
1337,275,28,2020-09-26,3,2495.28
1338,120,82,2022-06-03,9,13483.71
1339,331,194,2022-07-08,6,4220.64
1340,457,113,2018-02-13,4,559.56
1341,353,97,2022-01-23,6,7832.94
1342,69,65,2020-09-20,1,1823.02
1343,362,113,2019-08-27,9,1259.01
1344,278,179,2019-01-24,8,256.72
1345,291,48,2019-12-14,9,11223.27
1346,166,188,2019-07-18,8,2653.36
1347,445,154,2018-11-25,9,7554.15
1348,36,136,2020-07-09,3,3108.63
1349,152,68,2020-01-22,9,10997.91
1350,233,1,2020-02-16,9,11722.23
1351,376,48,2021-06-23,1,1247.03
1352,439,94,2019-05-05,10,18322.1
1353,165,185,2021-09-10,2,1274.08
1354,496,138,2019-01-24,7,13243.44
1355,269,175,2022-04-18,8,9806.48
1356,283,40,2019-08-03,10,8984.8
1357,166,105,2018-08-15,6,10638.72
1358,50,134,2018-03-31,2,2123.3
1359,428,34,2022-11-24,3,5241.96
1360,17,52,2020-09-21,2,3599.68
1361,99,26,2021-03-15,1,217.43
1362,329,100,2020-12-12,8,1999.36
1363,320,180,2019-06-09,10,11413.2
1364,26,94,2021-05-25,4,7328.84
1365,368,19,2023-03-21,1,1714.91
1366,472,54,2023-03-17,8,1330.0
1367,456,21,2022-06-29,8,11330.8
1368,328,16,2021-02-16,6,5529.48
1369,381,107,2022-06-15,6,11275.98
1370,363,15,2019-06-29,10,6782.3
1371,271,11,2022-09-05,2,3289.38
1372,156,20,2023-05-22,4,425.68
1373,266,25,2022-01-25,2,3484.02
1374,119,137,2019-01-24,7,6404.79
1375,99,135,2021-03-13,4,3851.88
1376,321,46,2022-03-15,9,3209.13
1377,286,107,2022-04-19,2,3758.66
1378,327,148,2021-10-13,6,7536.9
1379,235,180,2022-12-14,7,7989.24
1380,54,43,2021-01-31,3,1802.61
1381,206,130,2021-09-08,6,9505.02
1382,81,137,2020-06-26,10,9149.7
1383,478,91,2021-01-31,6,7064.58
1384,167,96,2022-04-15,7,12744.13
